/* DATA DESCRIPTION:
Citation:	Depoorter, Mathieu A; Bamber, Jonathan L; Griggs, Jennifer; Lenaerts, Jan T M; Ligtenberg, Stefan R M; van den Broeke, Michiel R; Moholdt, Geir (2013): Antarctic grounding line. PANGAEA, https://doi.org/10.1594/PANGAEA.819150, 
	In supplement to: Depoorter, MA et al. (2013): Calving fluxes and basal melt rates of Antarctic ice shelves. Nature, 502, 89-92, https://doi.org/10.1038/nature12567
Further details:	Moholdt, Geir; Fricker, Helen; Padman, Laurie; Paolo, Fernando S (2013): Synthesized grounding line and ice shelf mask for Antarctica. Scripps Institution of Oceanography, UCSD, 25 pp, hdl:10013/epic.42133.d004
Coverage:	MEDIAN LATITUDE: -71.799236 * MEDIAN LONGITUDE: -163.368176 * SOUTH-BOUND LATITUDE: -85.405900 * WEST-BOUND LONGITUDE: 0.013300 * NORTH-BOUND LATITUDE: -63.214500 * EAST-BOUND LONGITUDE: -0.011500
Event(s):	pan-Antarctica * LATITUDE: -90.000000 * LONGITUDE: 0.000000
Parameter(s):	LATITUDE (Latitude) * GEOCODE
	LONGITUDE (Longitude) * GEOCODE
	Line (Line) * PI: Depoorter, Mathieu A (mathieu.depoorter@bristol.ac.uk, http://www.bristol.ac.uk/geography/people/mathieu-a-depoorter/index.html)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	103038 data points
*/
Latitude	Longitude	Line
-73.1768	-87.8260	65279
-73.1780	-87.8200	65280
-73.1789	-87.8120	65281
-73.1802	-87.8010	65282
-73.1845	-87.7610	65283
-73.1859	-87.7460	65284
-73.1899	-87.6970	65285
-73.1912	-87.6770	65286
-73.1916	-87.6650	65287
-73.1919	-87.6480	65288
-73.1919	-87.6330	65289
-73.1917	-87.6250	65290
-73.1910	-87.6160	65291
-73.1903	-87.6120	65292
-73.1889	-87.6040	65293
-73.1789	-87.5570	65294
-73.1773	-87.5480	65295
-73.1765	-87.5390	65296
-73.1761	-87.5290	65297
-73.1758	-87.5040	65298
-73.1756	-87.4930	65299
-73.1739	-87.4450	65300
-73.1728	-87.4270	65301
-73.1690	-87.3770	65302
-73.1682	-87.3620	65303
-73.1679	-87.3510	65304
-73.1678	-87.3410	65305
-73.1679	-87.3350	65306
-73.1683	-87.3280	65307
-73.1692	-87.3220	65308
-73.1700	-87.3180	65309
-73.1711	-87.3160	65310
-73.1717	-87.3160	65311
-73.1730	-87.3170	65312
-73.1736	-87.3180	65313
-73.1748	-87.3200	65314
-73.1786	-87.3340	65315
-73.1803	-87.3400	65316
-73.1821	-87.3430	65317
-73.1839	-87.3440	65318
-73.1855	-87.3430	65319
-73.1868	-87.3410	65320
-73.1932	-87.3280	65321
-73.1949	-87.3250	65322
-73.1965	-87.3240	65323
-73.1984	-87.3240	65324
-73.2043	-87.3260	65325
-73.2103	-87.3240	65326
-73.2127	-87.3250	65327
-73.2139	-87.3270	65328
-73.2153	-87.3300	65329
-73.2162	-87.3320	65330
-73.2169	-87.3360	65331
-73.2180	-87.3430	65332
-73.2197	-87.3600	65333
-73.2206	-87.3680	65334
-73.2220	-87.3760	65335
-73.2230	-87.3800	65336
-73.2246	-87.3860	65337
-73.2269	-87.3910	65338
-73.2290	-87.3940	65339
-73.2314	-87.3960	65340
-73.2339	-87.3960	65341
-73.2352	-87.3960	65342
-73.2366	-87.3940	65343
-73.2430	-87.3830	65344
-73.2498	-87.3760	65345
-73.2518	-87.3730	65346
-73.2537	-87.3690	65347
-73.2561	-87.3620	65348
-73.2590	-87.3520	65349
-73.2664	-87.3210	65350
-73.2693	-87.3100	65351
-73.2707	-87.3030	65352
-73.2712	-87.2980	65353
-73.2713	-87.2920	65354
-73.2709	-87.2860	65355
-73.2699	-87.2730	65356
-73.2695	-87.2620	65357
-73.2699	-87.2470	65358
-73.2707	-87.2320	65359
-73.2719	-87.2200	65360
-73.2744	-87.2010	65361
-73.2771	-87.1810	65362
-73.2808	-87.1580	65363
-73.2833	-87.1350	65364
-73.2840	-87.1300	65365
-73.2850	-87.1250	65366
-73.2867	-87.1190	65367
-73.2892	-87.1130	65368
-73.2963	-87.1000	65369
-73.3049	-87.0830	65370
-73.3074	-87.0800	65371
-73.3091	-87.0780	65372
-73.3121	-87.0750	65373
-73.3151	-87.0750	65374
-73.3255	-87.0790	65375
-73.3296	-87.0800	65376
-73.3326	-87.0790	65377
-73.3352	-87.0760	65378
-73.3375	-87.0720	65379
-73.3389	-87.0680	65380
-73.3402	-87.0620	65381
-73.3433	-87.0460	65382
-73.3441	-87.0430	65383
-73.3451	-87.0400	65384
-73.3461	-87.0380	65385
-73.3472	-87.0370	65386
-73.3537	-87.0330	65387
-73.3556	-87.0300	65388
-73.3569	-87.0270	65389
-73.3583	-87.0220	65390
-73.3592	-87.0140	65391
-73.3598	-87.0050	65392
-73.3607	-86.9800	65393
-73.3612	-86.9710	65394
-73.3623	-86.9590	65395
-73.3635	-86.9520	65396
-73.3650	-86.9470	65397
-73.3667	-86.9440	65398
-73.3694	-86.9420	65399
-73.3750	-86.9430	65400
-73.3765	-86.9420	65401
-73.3776	-86.9400	65402
-73.3786	-86.9360	65403
-73.3791	-86.9310	65404
-73.3795	-86.9230	65405
-73.3801	-86.8910	65406
-73.3804	-86.8830	65407
-73.3808	-86.8780	65408
-73.3815	-86.8720	65409
-73.3823	-86.8680	65410
-73.3881	-86.8400	65411
-73.3894	-86.8320	65412
-73.3900	-86.8280	65413
-73.3907	-86.8180	65414
-73.3912	-86.8060	65415
-73.3914	-86.7940	65416
-73.3913	-86.7840	65417
-73.3908	-86.7720	65418
-73.3899	-86.7570	65419
-73.3887	-86.7430	65420
-73.3873	-86.7290	65421
-73.3854	-86.7150	65422
-73.3836	-86.7040	65423
-73.3821	-86.6970	65424
-73.3800	-86.6880	65425
-73.3781	-86.6820	65426
-73.3767	-86.6790	65427
-73.3715	-86.6700	65428
-73.3685	-86.6630	65429
-73.3621	-86.6460	65430
-73.3584	-86.6350	65431
-73.3558	-86.6250	65432
-73.3528	-86.6110	65433
-73.3511	-86.6020	65434
-73.3484	-86.5840	65435
-73.3467	-86.5740	65436
-73.3448	-86.5650	65437
-73.3433	-86.5600	65438
-73.3415	-86.5560	65439
-73.3391	-86.5530	65440
-73.3283	-86.5420	65441
-73.3248	-86.5370	65442
-73.3232	-86.5340	65443
-73.3213	-86.5290	65444
-73.3177	-86.5150	65445
-73.3160	-86.5070	65446
-73.3145	-86.4960	65447
-73.3095	-86.4430	65448
-73.3083	-86.4310	65449
-73.3071	-86.4230	65450
-73.3061	-86.4180	65451
-73.3051	-86.4130	65452
-73.3042	-86.4100	65453
-73.3028	-86.4060	65454
-73.3017	-86.4040	65455
-73.3006	-86.4030	65456
-73.2986	-86.4010	65457
-73.2954	-86.4010	65458
-73.2831	-86.4010	65459
-73.2790	-86.4000	65460
-73.2755	-86.3970	65461
-73.2713	-86.3920	65462
-73.2683	-86.3870	65463
-73.2660	-86.3830	65464
-73.2635	-86.3770	65465
-73.2622	-86.3730	65466
-73.2611	-86.3680	65467
-73.2599	-86.3620	65468
-73.2591	-86.3560	65469
-73.2584	-86.3510	65470
-73.2579	-86.3430	65471
-73.2577	-86.3390	65472
-73.2578	-86.3340	65473
-73.2580	-86.3290	65474
-73.2587	-86.3210	65475
-73.2604	-86.3090	65476
-73.2621	-86.3010	65477
-73.2638	-86.2940	65478
-73.2684	-86.2810	65479
-73.2702	-86.2750	65480
-73.2719	-86.2670	65481
-73.2725	-86.2620	65482
-73.2729	-86.2580	65483
-73.2731	-86.2520	65484
-73.2731	-86.2470	65485
-73.2728	-86.2340	65486
-73.2719	-86.2220	65487
-73.2701	-86.2080	65488
-73.2604	-86.1510	65489
-73.2574	-86.1360	65490
-73.2465	-86.0880	65491
-73.2441	-86.0790	65492
-73.2421	-86.0730	65493
-73.2373	-86.0610	65494
-73.2332	-86.0520	65495
-73.2191	-86.0270	65496
-73.2117	-86.0160	65497
-73.2006	-86.0030	65498
-73.1981	-86.0000	65499
-73.1953	-85.9950	65500
-73.1922	-85.9890	65501
-73.1900	-85.9830	65502
-73.1873	-85.9750	65503
-73.1850	-85.9670	65504
-73.1830	-85.9580	65505
-73.1822	-85.9530	65506
-73.1813	-85.9450	65507
-73.1800	-85.9300	65508
-73.1787	-85.9090	65509
-73.1783	-85.8950	65510
-73.1780	-85.8640	65511
-73.1772	-85.8410	65512
-73.1774	-85.8340	65513
-73.1774	-85.8330	65514
-73.1780	-85.8240	65515
-73.1795	-85.8150	65516
-73.1815	-85.8070	65517
-73.1839	-85.7990	65518
-73.1880	-85.7870	65519
-73.1901	-85.7800	65520
-73.1914	-85.7740	65521
-73.1947	-85.7560	65522
-73.1968	-85.7480	65523
-73.1985	-85.7420	65524
-73.2011	-85.7360	65525
-73.2094	-85.7190	65526
-73.2111	-85.7140	65527
-73.2124	-85.7100	65528
-73.2135	-85.7050	65529
-73.2145	-85.7000	65530
-73.2172	-85.6830	65531
-73.2190	-85.6760	65532
-73.2204	-85.6720	65533
-73.2227	-85.6680	65534
-73.2312	-85.6550	65535
-73.2393	-85.6370	65536
-73.2423	-85.6310	65537
-73.2445	-85.6290	65538
-73.2459	-85.6290	65539
-73.2472	-85.6290	65540
-73.2500	-85.6320	65541
-73.2562	-85.6420	65542
-73.2605	-85.6470	65543
-73.2620	-85.6480	65544
-73.2634	-85.6480	65545
-73.2653	-85.6470	65546
-73.2668	-85.6450	65547
-73.2683	-85.6420	65548
-73.2737	-85.6260	65549
-73.2793	-85.6110	65550
-73.2809	-85.6060	65551
-73.2840	-85.5920	65552
-73.2855	-85.5870	65553
-73.2868	-85.5830	65554
-73.2884	-85.5810	65555
-73.2915	-85.5780	65556
-73.2953	-85.5770	65557
-73.3020	-85.5790	65558
-73.3088	-85.5790	65559
-73.3114	-85.5790	65560
-73.3138	-85.5800	65561
-73.3162	-85.5830	65562
-73.3222	-85.5920	65563
-73.3232	-85.5920	65564
-73.3240	-85.5920	65565
-73.3248	-85.5900	65566
-73.3252	-85.5880	65567
-73.3256	-85.5860	65568
-73.3267	-85.5740	65569
-73.3272	-85.5700	65570
-73.3281	-85.5670	65571
-73.3301	-85.5620	65572
-73.3385	-85.5440	65573
-73.3413	-85.5370	65574
-73.3430	-85.5310	65575
-73.3453	-85.5160	65576
-73.3463	-85.5110	65577
-73.3474	-85.5070	65578
-73.3492	-85.5030	65579
-73.3499	-85.5020	65580
-73.3508	-85.5010	65581
-73.3525	-85.4990	65582
-73.3541	-85.4990	65583
-73.3558	-85.5000	65584
-73.3579	-85.5020	65585
-73.3596	-85.5050	65586
-73.3660	-85.5170	65587
-73.3683	-85.5210	65588
-73.3706	-85.5220	65589
-73.3719	-85.5220	65590
-73.3729	-85.5200	65591
-73.3740	-85.5180	65592
-73.3757	-85.5120	65593
-73.3772	-85.5060	65594
-73.3795	-85.4930	65595
-73.3802	-85.4900	65596
-73.3814	-85.4870	65597
-73.3829	-85.4850	65598
-73.3843	-85.4840	65599
-73.3898	-85.4820	65600
-73.3923	-85.4810	65601
-73.3947	-85.4790	65602
-73.3977	-85.4750	65603
-73.4007	-85.4700	65604
-73.4044	-85.4630	65605
-73.4078	-85.4560	65606
-73.4134	-85.4420	65607
-73.4148	-85.4390	65608
-73.4165	-85.4370	65609
-73.4183	-85.4360	65610
-73.4198	-85.4360	65611
-73.4215	-85.4380	65612
-73.4230	-85.4400	65613
-73.4267	-85.4490	65614
-73.4387	-85.4810	65615
-73.4402	-85.4850	65616
-73.4417	-85.4870	65617
-73.4440	-85.4890	65618
-73.4459	-85.4880	65619
-73.4488	-85.4850	65620
-73.4519	-85.4800	65621
-73.4574	-85.4690	65622
-73.4604	-85.4620	65623
-73.4637	-85.4530	65624
-73.4662	-85.4450	65625
-73.4678	-85.4380	65626
-73.4691	-85.4310	65627
-73.4698	-85.4260	65628
-73.4703	-85.4220	65629
-73.4707	-85.4150	65630
-73.4709	-85.4100	65631
-73.4708	-85.4020	65632
-73.4705	-85.3940	65633
-73.4701	-85.3880	65634
-73.4694	-85.3810	65635
-73.4682	-85.3710	65636
-73.4635	-85.3440	65637
-73.4616	-85.3300	65638
-73.4562	-85.2850	65639
-73.4554	-85.2750	65640
-73.4550	-85.2670	65641
-73.4549	-85.2560	65642
-73.4554	-85.2450	65643
-73.4555	-85.2420	65644
-73.4577	-85.2070	65645
-73.4592	-85.1890	65646
-73.4601	-85.1810	65647
-73.4612	-85.1740	65648
-73.4622	-85.1680	65649
-73.4637	-85.1630	65650
-73.4666	-85.1540	65651
-73.4727	-85.1400	65652
-73.4752	-85.1370	65653
-73.4772	-85.1360	65654
-73.4800	-85.1360	65655
-73.4858	-85.1420	65656
-73.4881	-85.1430	65657
-73.4894	-85.1430	65658
-73.4910	-85.1420	65659
-73.4935	-85.1390	65660
-73.5067	-85.1190	65661
-73.5106	-85.1120	65662
-73.5133	-85.1050	65663
-73.5195	-85.0850	65664
-73.5210	-85.0790	65665
-73.5221	-85.0720	65666
-73.5230	-85.0640	65667
-73.5240	-85.0490	65668
-73.5243	-85.0390	65669
-73.5241	-85.0320	65670
-73.5234	-85.0250	65671
-73.5208	-85.0070	65672
-73.5195	-84.9990	65673
-73.5166	-84.9840	65674
-73.5161	-84.9790	65675
-73.5162	-84.9720	65676
-73.5170	-84.9640	65677
-73.5235	-84.9210	65678
-73.5329	-84.8680	65679
-73.5351	-84.8540	65680
-73.5413	-84.8060	65681
-73.5436	-84.7860	65682
-73.5449	-84.7710	65683
-73.5477	-84.7360	65684
-73.5512	-84.6820	65685
-73.5527	-84.6680	65686
-73.5589	-84.6120	65687
-73.5610	-84.5880	65688
-73.5625	-84.5630	65689
-73.5633	-84.5290	65690
-73.5638	-84.5170	65691
-73.5653	-84.4950	65692
-73.5681	-84.4620	65693
-73.5695	-84.4390	65694
-73.5698	-84.4300	65695
-73.5698	-84.4220	65696
-73.5696	-84.4130	65697
-73.5690	-84.3990	65698
-73.5683	-84.3870	65699
-73.5675	-84.3750	65700
-73.5664	-84.3630	65701
-73.5656	-84.3560	65702
-73.5643	-84.3470	65703
-73.5624	-84.3370	65704
-73.5605	-84.3260	65705
-73.5589	-84.3180	65706
-73.5569	-84.3120	65707
-73.5528	-84.3020	65708
-73.5518	-84.2980	65709
-73.5509	-84.2950	65710
-73.5496	-84.2860	65711
-73.5488	-84.2760	65712
-73.5487	-84.2680	65713
-73.5489	-84.2620	65714
-73.5501	-84.2440	65715
-73.5505	-84.2350	65716
-73.5505	-84.2050	65717
-73.5508	-84.1940	65718
-73.5514	-84.1760	65719
-73.5522	-84.1640	65720
-73.5527	-84.1580	65721
-73.5538	-84.1490	65722
-73.5577	-84.1260	65723
-73.5601	-84.1140	65724
-73.5641	-84.0960	65725
-73.5658	-84.0870	65726
-73.5669	-84.0800	65727
-73.5677	-84.0710	65728
-73.5681	-84.0650	65729
-73.5682	-84.0590	65730
-73.5678	-84.0520	65731
-73.5672	-84.0470	65732
-73.5659	-84.0390	65733
-73.5646	-84.0310	65734
-73.5632	-84.0240	65735
-73.5616	-84.0170	65736
-73.5544	-83.9910	65737
-73.5524	-83.9830	65738
-73.5508	-83.9730	65739
-73.5494	-83.9580	65740
-73.5491	-83.9520	65741
-73.5490	-83.9450	65742
-73.5494	-83.9360	65743
-73.5501	-83.9280	65744
-73.5516	-83.9140	65745
-73.5556	-83.8870	65746
-73.5566	-83.8800	65747
-73.5570	-83.8750	65748
-73.5574	-83.8690	65749
-73.5576	-83.8600	65750
-73.5574	-83.8400	65751
-73.5569	-83.8220	65752
-73.5564	-83.8100	65753
-73.5557	-83.7990	65754
-73.5547	-83.7880	65755
-73.5509	-83.7510	65756
-73.5494	-83.7400	65757
-73.5457	-83.7160	65758
-73.5442	-83.7030	65759
-73.5438	-83.6970	65760
-73.5436	-83.6890	65761
-73.5437	-83.6810	65762
-73.5440	-83.6770	65763
-73.5448	-83.6720	65764
-73.5463	-83.6670	65765
-73.5486	-83.6630	65766
-73.5502	-83.6620	65767
-73.5522	-83.6610	65768
-73.5553	-83.6620	65769
-73.5586	-83.6640	65770
-73.5616	-83.6660	65771
-73.5630	-83.6680	65772
-73.5652	-83.6730	65773
-73.5695	-83.6840	65774
-73.5735	-83.6960	65775
-73.5893	-83.7450	65776
-73.5914	-83.7500	65777
-73.5939	-83.7550	65778
-73.5977	-83.7600	65779
-73.6085	-83.7720	65780
-73.6142	-83.7800	65781
-73.6175	-83.7840	65782
-73.6406	-83.8050	65783
-73.6474	-83.8110	65784
-73.6491	-83.8120	65785
-73.6512	-83.8120	65786
-73.6540	-83.8110	65787
-73.6582	-83.8060	65788
-73.6684	-83.7930	65789
-73.6716	-83.7880	65790
-73.6742	-83.7820	65791
-73.6773	-83.7730	65792
-73.6794	-83.7650	65793
-73.6820	-83.7520	65794
-73.6827	-83.7470	65795
-73.6834	-83.7410	65796
-73.6838	-83.7350	65797
-73.6840	-83.7250	65798
-73.6842	-83.7120	65799
-73.6841	-83.6990	65800
-73.6839	-83.6910	65801
-73.6833	-83.6790	65802
-73.6800	-83.6240	65803
-73.6789	-83.6120	65804
-73.6781	-83.6070	65805
-73.6773	-83.6030	65806
-73.6757	-83.5970	65807
-73.6732	-83.5890	65808
-73.6711	-83.5850	65809
-73.6693	-83.5830	65810
-73.6671	-83.5820	65811
-73.6645	-83.5810	65812
-73.6456	-83.5830	65813
-73.6411	-83.5820	65814
-73.6394	-83.5810	65815
-73.6378	-83.5790	65816
-73.6367	-83.5750	65817
-73.6365	-83.5740	65818
-73.6364	-83.5710	65819
-73.6367	-83.5680	65820
-73.6377	-83.5650	65821
-73.6442	-83.5510	65822
-73.6460	-83.5470	65823
-73.6471	-83.5430	65824
-73.6487	-83.5340	65825
-73.6518	-83.5130	65826
-73.6530	-83.5080	65827
-73.6548	-83.5020	65828
-73.6696	-83.4580	65829
-73.6747	-83.4440	65830
-73.6818	-83.4250	65831
-73.6851	-83.4140	65832
-73.6867	-83.4070	65833
-73.6880	-83.4000	65834
-73.6899	-83.3860	65835
-73.6926	-83.3650	65836
-73.6938	-83.3580	65837
-73.6949	-83.3550	65838
-73.6960	-83.3520	65839
-73.7007	-83.3460	65840
-73.7020	-83.3440	65841
-73.7032	-83.3400	65842
-73.7041	-83.3360	65843
-73.7049	-83.3320	65844
-73.7057	-83.3250	65845
-73.7082	-83.2930	65846
-73.7091	-83.2840	65847
-73.7106	-83.2750	65848
-73.7120	-83.2690	65849
-73.7139	-83.2640	65850
-73.7160	-83.2610	65851
-73.7323	-83.2410	65852
-73.7347	-83.2370	65853
-73.7362	-83.2340	65854
-73.7375	-83.2300	65855
-73.7382	-83.2270	65856
-73.7387	-83.2240	65857
-73.7390	-83.2190	65858
-73.7389	-83.2160	65859
-73.7384	-83.2100	65860
-73.7377	-83.2040	65861
-73.7346	-83.1860	65862
-73.7324	-83.1700	65863
-73.7316	-83.1650	65864
-73.7307	-83.1610	65865
-73.7297	-83.1580	65866
-73.7248	-83.1460	65867
-73.7237	-83.1420	65868
-73.7229	-83.1370	65869
-73.7224	-83.1290	65870
-73.7223	-83.1230	65871
-73.7231	-83.0980	65872
-73.7232	-83.0870	65873
-73.7229	-83.0710	65874
-73.7224	-83.0590	65875
-73.7214	-83.0500	65876
-73.7203	-83.0430	65877
-73.7183	-83.0350	65878
-73.7132	-83.0160	65879
-73.7119	-83.0100	65880
-73.7109	-83.0030	65881
-73.7104	-82.9970	65882
-73.7101	-82.9910	65883
-73.7095	-82.9690	65884
-73.7087	-82.9480	65885
-73.7086	-82.9420	65886
-73.7089	-82.9370	65887
-73.7097	-82.9330	65888
-73.7108	-82.9300	65889
-73.7118	-82.9290	65890
-73.7137	-82.9280	65891
-73.7168	-82.9300	65892
-73.7273	-82.9370	65893
-73.7300	-82.9380	65894
-73.7318	-82.9380	65895
-73.7339	-82.9370	65896
-73.7361	-82.9340	65897
-73.7374	-82.9320	65898
-73.7385	-82.9280	65899
-73.7391	-82.9250	65900
-73.7393	-82.9200	65901
-73.7387	-82.9150	65902
-73.7380	-82.9120	65903
-73.7371	-82.9100	65904
-73.7358	-82.9080	65905
-73.7311	-82.9020	65906
-73.7290	-82.8990	65907
-73.7276	-82.8950	65908
-73.7270	-82.8920	65909
-73.7268	-82.8890	65910
-73.7270	-82.8860	65911
-73.7276	-82.8820	65912
-73.7324	-82.8650	65913
-73.7333	-82.8610	65914
-73.7343	-82.8550	65915
-73.7352	-82.8450	65916
-73.7364	-82.8270	65917
-73.7383	-82.8020	65918
-73.7388	-82.7970	65919
-73.7397	-82.7900	65920
-73.7416	-82.7820	65921
-73.7467	-82.7650	65922
-73.7488	-82.7560	65923
-73.7509	-82.7460	65924
-73.7546	-82.7240	65925
-73.7565	-82.7160	65926
-73.7596	-82.7060	65927
-73.7653	-82.6910	65928
-73.7671	-82.6860	65929
-73.7703	-82.6750	65930
-73.7726	-82.6650	65931
-73.7742	-82.6560	65932
-73.7754	-82.6470	65933
-73.7758	-82.6390	65934
-73.7760	-82.6260	65935
-73.7763	-82.6190	65936
-73.7772	-82.6080	65937
-73.7780	-82.6000	65938
-73.7792	-82.5910	65939
-73.7837	-82.5650	65940
-73.7871	-82.5430	65941
-73.7889	-82.5350	65942
-73.7942	-82.5190	65943
-73.7958	-82.5120	65944
-73.7970	-82.5050	65945
-73.7989	-82.4890	65946
-73.7996	-82.4850	65947
-73.8005	-82.4810	65948
-73.8055	-82.4640	65949
-73.8149	-82.4310	65950
-73.8181	-82.4190	65951
-73.8199	-82.4100	65952
-73.8211	-82.4020	65953
-73.8228	-82.3790	65954
-73.8244	-82.3620	65955
-73.8253	-82.3540	65956
-73.8262	-82.3490	65957
-73.8272	-82.3440	65958
-73.8329	-82.3240	65959
-73.8340	-82.3190	65960
-73.8348	-82.3140	65961
-73.8356	-82.3070	65962
-73.8371	-82.2860	65963
-73.8390	-82.2670	65964
-73.8408	-82.2430	65965
-73.8417	-82.2360	65966
-73.8430	-82.2280	65967
-73.8441	-82.2240	65968
-73.8458	-82.2190	65969
-73.8473	-82.2160	65970
-73.8494	-82.2140	65971
-73.8518	-82.2130	65972
-73.8540	-82.2140	65973
-73.8555	-82.2150	65974
-73.8596	-82.2190	65975
-73.8610	-82.2190	65976
-73.8624	-82.2190	65977
-73.8641	-82.2190	65978
-73.8667	-82.2160	65979
-73.8688	-82.2130	65980
-73.8708	-82.2080	65981
-73.8719	-82.2030	65982
-73.8729	-82.1980	65983
-73.8752	-82.1790	65984
-73.8764	-82.1720	65985
-73.8779	-82.1650	65986
-73.8821	-82.1460	65987
-73.8844	-82.1340	65988
-73.8864	-82.1200	65989
-73.8884	-82.1040	65990
-73.8893	-82.0940	65991
-73.8897	-82.0870	65992
-73.8897	-82.0820	65993
-73.8895	-82.0770	65994
-73.8892	-82.0730	65995
-73.8883	-82.0680	65996
-73.8864	-82.0620	65997
-73.8829	-82.0520	65998
-73.8815	-82.0480	65999
-73.8765	-82.0290	66000
-73.8744	-82.0230	66001
-73.8725	-82.0200	66002
-73.8670	-82.0140	66003
-73.8646	-82.0110	66004
-73.8570	-81.9970	66005
-73.8497	-81.9850	66006
-73.8386	-81.9650	66007
-73.8355	-81.9600	66008
-73.8300	-81.9520	66009
-73.8275	-81.9490	66010
-73.8234	-81.9430	66011
-73.8211	-81.9380	66012
-73.8199	-81.9360	66013
-73.8188	-81.9320	66014
-73.8174	-81.9260	66015
-73.8164	-81.9180	66016
-73.8153	-81.9080	66017
-73.8148	-81.9000	66018
-73.8148	-81.8930	66019
-73.8150	-81.8910	66020
-73.8152	-81.8880	66021
-73.8159	-81.8830	66022
-73.8199	-81.8630	66023
-73.8215	-81.8510	66024
-73.8220	-81.8450	66025
-73.8225	-81.8360	66026
-73.8234	-81.8120	66027
-73.8235	-81.8030	66028
-73.8234	-81.7980	66029
-73.8229	-81.7910	66030
-73.8201	-81.7690	66031
-73.8167	-81.7340	66032
-73.8142	-81.7160	66033
-73.8138	-81.7120	66034
-73.8136	-81.7080	66035
-73.8136	-81.7020	66036
-73.8149	-81.6820	66037
-73.8151	-81.6770	66038
-73.8150	-81.6720	66039
-73.8145	-81.6630	66040
-73.8137	-81.6550	66041
-73.8130	-81.6500	66042
-73.8117	-81.6450	66043
-73.8101	-81.6400	66044
-73.8086	-81.6380	66045
-73.8073	-81.6360	66046
-73.8053	-81.6340	66047
-73.8039	-81.6340	66048
-73.8016	-81.6330	66049
-73.7992	-81.6350	66050
-73.7975	-81.6360	66051
-73.7960	-81.6380	66052
-73.7946	-81.6410	66053
-73.7920	-81.6470	66054
-73.7895	-81.6540	66055
-73.7874	-81.6610	66056
-73.7829	-81.6780	66057
-73.7810	-81.6850	66058
-73.7783	-81.6930	66059
-73.7762	-81.6980	66060
-73.7739	-81.7020	66061
-73.7719	-81.7030	66062
-73.7702	-81.7010	66063
-73.7695	-81.7000	66064
-73.7688	-81.6970	66065
-73.7684	-81.6940	66066
-73.7678	-81.6890	66067
-73.7676	-81.6840	66068
-73.7676	-81.6790	66069
-73.7682	-81.6720	66070
-73.7688	-81.6680	66071
-73.7697	-81.6650	66072
-73.7710	-81.6610	66073
-73.7734	-81.6560	66074
-73.7849	-81.6380	66075
-73.7882	-81.6320	66076
-73.7911	-81.6260	66077
-73.7925	-81.6210	66078
-73.7930	-81.6180	66079
-73.7935	-81.6140	66080
-73.7938	-81.6070	66081
-73.7934	-81.6000	66082
-73.7926	-81.5910	66083
-73.7911	-81.5810	66084
-73.7873	-81.5620	66085
-73.7844	-81.5440	66086
-73.7835	-81.5390	66087
-73.7806	-81.5290	66088
-73.7792	-81.5230	66089
-73.7780	-81.5160	66090
-73.7760	-81.5030	66091
-73.7751	-81.4980	66092
-73.7730	-81.4900	66093
-73.7698	-81.4810	66094
-73.7680	-81.4750	66095
-73.7667	-81.4700	66096
-73.7643	-81.4560	66097
-73.7629	-81.4510	66098
-73.7619	-81.4490	66099
-73.7604	-81.4460	66100
-73.7574	-81.4430	66101
-73.7550	-81.4410	66102
-73.7515	-81.4400	66103
-73.7436	-81.4400	66104
-73.7416	-81.4380	66105
-73.7411	-81.4370	66106
-73.7405	-81.4350	66107
-73.7403	-81.4330	66108
-73.7403	-81.4300	66109
-73.7408	-81.4250	66110
-73.7414	-81.4220	66111
-73.7430	-81.4170	66112
-73.7477	-81.4050	66113
-73.7502	-81.3970	66114
-73.7523	-81.3890	66115
-73.7537	-81.3810	66116
-73.7551	-81.3680	66117
-73.7556	-81.3590	66118
-73.7558	-81.3530	66119
-73.7557	-81.3450	66120
-73.7555	-81.3390	66121
-73.7547	-81.3290	66122
-73.7541	-81.3240	66123
-73.7534	-81.3210	66124
-73.7526	-81.3190	66125
-73.7519	-81.3180	66126
-73.7507	-81.3170	66127
-73.7500	-81.3170	66128
-73.7457	-81.3200	66129
-73.7441	-81.3210	66130
-73.7427	-81.3200	66131
-73.7420	-81.3190	66132
-73.7400	-81.3150	66133
-73.7389	-81.3110	66134
-73.7375	-81.3040	66135
-73.7364	-81.2970	66136
-73.7334	-81.2750	66137
-73.7320	-81.2680	66138
-73.7306	-81.2610	66139
-73.7212	-81.2270	66140
-73.7141	-81.2050	66141
-73.7118	-81.1960	66142
-73.7055	-81.1670	66143
-73.7008	-81.1480	66144
-73.6995	-81.1410	66145
-73.6986	-81.1320	66146
-73.6982	-81.1250	66147
-73.6981	-81.1120	66148
-73.6983	-81.0910	66149
-73.6982	-81.0850	66150
-73.6979	-81.0800	66151
-73.6970	-81.0740	66152
-73.6960	-81.0700	66153
-73.6943	-81.0650	66154
-73.6928	-81.0620	66155
-73.6906	-81.0600	66156
-73.6885	-81.0610	66157
-73.6863	-81.0630	66158
-73.6846	-81.0660	66159
-73.6820	-81.0730	66160
-73.6788	-81.0840	66161
-73.6744	-81.1000	66162
-73.6693	-81.1190	66163
